,da2.idx,da1.idx,quote.text,annotation.code,annotation.creatingUser,annotation.creationDateTime,quote.startPosition,quote.endPosition,quote.creatingUser,quote.creationDateTime,quote.modifyingUser,quote.modifiedDateTime,document.name,document.creatingUser,document.creationDateTime,document.modifyingUser,document.modifiedDateTime,document.plainTextPath,document.richTextPath,annotation.guid,annotation.codeRef.guid,quote.guid,document.guid,quote.paragraphStartPosition,quote.paragraphEndPosition,quote.paragraphText,quote.speaker,quote.speakerIsLearner,annotation.original_code,interaction.number,interaction.len,interaction.requests,interaction.outcome,interaction.strict,interaction.strict_len,annotation.code.noOutcome,annotation.code.noRequestOutcome
10,10,667,"2019-10-04T01:41:02.396Z PERSON 1 : instead it should be
2019-10-04T01:41:06.908Z PERSON 1 : attempt[i] in winning
2019-10-04T01:41:24.286Z PERSON 1 : also you should add 1 to i regardless of the if",General message attributes > contentDomain > proposedNewCode,Annotator_1,2023-11-17T20:39:00Z,1260,1458,Annotator_1,2023-11-17T20:38:57Z,Annotator_1,2023-11-17T20:38:57Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,6378EE64-30C0-4AF0-822C-EA4CC104A174,9E1FD033-5597-4ABA-9225-72AFE3B60E72,37F81485-7BD7-46FB-82CF-A025472FBF42,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1260,1458,"2019-10-04T01:41:02.396Z PERSON 1 : instead it should be
2019-10-04T01:41:06.908Z PERSON 1 : attempt[i] in winning
2019-10-04T01:41:24.286Z PERSON 1 : also you should add 1 to i regardless of the if",1,False,General message attributes > contentDomain > proposedNewCode,0,266,bugFix,F,True,266,General message attributes > contentDomain > proposedNewCode,General message attributes > contentDomain > proposedNewCode
11,11,668,"2019-10-04T01:41:02.396Z PERSON 1 : instead it should be
2019-10-04T01:41:06.908Z PERSON 1 : attempt[i] in winning
2019-10-04T01:41:24.286Z PERSON 1 : also you should add 1 to i regardless of the if",Questions > specificity > detailed,Annotator_1,2024-03-12T16:35:07Z,1260,1458,Annotator_1,2023-11-17T20:38:57Z,Annotator_1,2023-11-17T20:38:57Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,A8A277AC-8177-4AB9-A7AF-F4C819026BDD,AF54E626-5DB3-4DC7-86BB-2595F87B171C,37F81485-7BD7-46FB-82CF-A025472FBF42,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1260,1458,"2019-10-04T01:41:02.396Z PERSON 1 : instead it should be
2019-10-04T01:41:06.908Z PERSON 1 : attempt[i] in winning
2019-10-04T01:41:24.286Z PERSON 1 : also you should add 1 to i regardless of the if",1,False,Questions > specificity > detailed,0,266,bugFix,F,True,266,Questions > specificity > detailed,Questions > specificity > detailed
12,12,561,"2019-10-04T01:42:41.834Z PERSON 0 : So change  ""if i in winning"" to attempt[I] IN WINNINH
2019-10-04T01:45:47.257Z PERSON 0 : Is that all?",General message attributes > contentDomain > proposedNewCode,Annotator_1,2023-11-17T20:39:16Z,1459,1597,Annotator_1,2023-11-17T20:39:13Z,Annotator_1,2023-11-17T20:39:13Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,9B3C2143-FD62-4376-8AB6-5DE89C375901,9E1FD033-5597-4ABA-9225-72AFE3B60E72,1E655778-85BD-43A1-8085-FEB09F2DBF15,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1459,1597,"2019-10-04T01:42:41.834Z PERSON 0 : So change  ""if i in winning"" to attempt[I] IN WINNINH
2019-10-04T01:45:47.257Z PERSON 0 : Is that all?",0,True,General message attributes > contentDomain > proposedNewCode,0,266,bugFix,F,True,266,General message attributes > contentDomain > proposedNewCode,General message attributes > contentDomain > proposedNewCode
13,13,562,"2019-10-04T01:42:41.834Z PERSON 0 : So change  ""if i in winning"" to attempt[I] IN WINNINH
2019-10-04T01:45:47.257Z PERSON 0 : Is that all?",Questions > question > checkIfCorrect,Annotator_1,2024-03-13T20:03:52Z,1459,1597,Annotator_1,2023-11-17T20:39:13Z,Annotator_1,2023-11-17T20:39:13Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,23A85CE7-667C-427D-B013-FC0903ABEB5F,534411C7-5244-44CF-92D4-81179EDF168D,1E655778-85BD-43A1-8085-FEB09F2DBF15,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1459,1597,"2019-10-04T01:42:41.834Z PERSON 0 : So change  ""if i in winning"" to attempt[I] IN WINNINH
2019-10-04T01:45:47.257Z PERSON 0 : Is that all?",0,True,Questions > question > checkIfCorrect,0,266,bugFix,F,True,266,Questions > question > checkIfCorrect,Questions > question > checkIfCorrect
14,14,563,"2019-10-04T01:42:41.834Z PERSON 0 : So change  ""if i in winning"" to attempt[I] IN WINNINH
2019-10-04T01:45:47.257Z PERSON 0 : Is that all?",Questions > specificity > detailed,Annotator_1,2023-11-17T20:39:19Z,1459,1597,Annotator_1,2023-11-17T20:39:13Z,Annotator_1,2023-11-17T20:39:13Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,96D2AC23-A279-4CBA-B067-1CA828A66B0C,AF54E626-5DB3-4DC7-86BB-2595F87B171C,1E655778-85BD-43A1-8085-FEB09F2DBF15,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1459,1597,"2019-10-04T01:42:41.834Z PERSON 0 : So change  ""if i in winning"" to attempt[I] IN WINNINH
2019-10-04T01:45:47.257Z PERSON 0 : Is that all?",0,True,Questions > specificity > detailed,0,266,bugFix,F,True,266,Questions > specificity > detailed,Questions > specificity > detailed
15,15,366,2019-10-04T01:48:37.626Z PERSON 1 : apparently,Explanations and help > communicationMechanism > positiveConfirmation,Annotator_1,2023-11-17T20:39:28Z,1598,1644,Annotator_1,2023-11-17T20:39:28Z,Annotator_1,2023-11-17T20:39:28Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,CCD7CB0A-8880-433B-A02E-33F42DF621C5,AE184BD2-6DF4-492B-B4FE-F7D446C30B51,4E22F27B-FC84-420D-9BB9-0E6AE8B011F1,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1598,1644,2019-10-04T01:48:37.626Z PERSON 1 : apparently,1,False,Explanations and help > communicationMechanism > positiveConfirmation,0,266,bugFix,F,True,266,Explanations and help > communicationMechanism > positiveConfirmation,Explanations and help > communicationMechanism > positiveConfirmation
16,16,367,2019-10-04T01:48:37.626Z PERSON 1 : apparently,General message attributes > contentDomain > proposedNewCode,Annotator_1,2024-03-12T16:34:56Z,1598,1644,Annotator_1,2023-11-17T20:39:28Z,Annotator_1,2023-11-17T20:39:28Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,094CA3BE-E564-460B-8592-E28CE02BD970,9E1FD033-5597-4ABA-9225-72AFE3B60E72,4E22F27B-FC84-420D-9BB9-0E6AE8B011F1,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1598,1644,2019-10-04T01:48:37.626Z PERSON 1 : apparently,1,False,General message attributes > contentDomain > proposedNewCode,0,266,bugFix,F,True,266,General message attributes > contentDomain > proposedNewCode,General message attributes > contentDomain > proposedNewCode
17,17,368,2019-10-04T01:48:37.626Z PERSON 1 : apparently,Questions > specificity > vague,Annotator_1,2024-03-12T16:35:01Z,1598,1644,Annotator_1,2023-11-17T20:39:28Z,Annotator_1,2023-11-17T20:39:28Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,890E2CE3-2EDB-4AE4-88A3-67174F82B026,FF9A0AB3-3FDA-4EA2-907D-792F183109FC,4E22F27B-FC84-420D-9BB9-0E6AE8B011F1,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1598,1644,2019-10-04T01:48:37.626Z PERSON 1 : apparently,1,False,Questions > specificity > vague,0,266,bugFix,F,True,266,Questions > specificity > vague,Questions > specificity > vague
18,18,356,"2019-10-04T01:48:47.576Z PERSON 1 : i dont know what the funcions look like
2019-10-04T01:48:53.882Z PERSON 1 : i mean
2019-10-04T01:48:54.632Z PERSON 1 : lists",Explanations and help > communicationMechanism > state,Annotator_1,2023-11-17T20:40:52Z,1689,1849,Annotator_1,2023-11-17T20:40:52Z,Annotator_1,2023-11-17T20:41:15Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,9BFF5F23-38B3-40D7-B662-94CF04E2F4D6,7C3B0402-6F4F-47B8-8360-6BCC4EB1A94D,D67ACEFD-7EE7-4F3E-81AB-382A795F74C4,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1689,1849,"2019-10-04T01:48:47.576Z PERSON 1 : i dont know what the funcions look like
2019-10-04T01:48:53.882Z PERSON 1 : i mean
2019-10-04T01:48:54.632Z PERSON 1 : lists",1,False,Explanations and help > communicationMechanism > state,0,266,bugFix,F,True,266,Explanations and help > communicationMechanism > state,Explanations and help > communicationMechanism > state
19,19,357,"2019-10-04T01:48:47.576Z PERSON 1 : i dont know what the funcions look like
2019-10-04T01:48:53.882Z PERSON 1 : i mean
2019-10-04T01:48:54.632Z PERSON 1 : lists",Explanations and help > confidenceLevel > phrasedAsUnsure,Annotator_1,2023-11-17T20:41:01Z,1689,1849,Annotator_1,2023-11-17T20:40:52Z,Annotator_1,2023-11-17T20:41:15Z,0adN1R9gJN.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://A0F2BEDB-3B7D-4A48-82C9-4C4414C5A0F3.txt,internal://000EBA3C-C34D-4326-8D79-31F58547683A.docx,9A7B5A40-6389-4249-A22C-36950244C826,A64C5184-4DB7-4263-A5FF-C342F2ECD671,D67ACEFD-7EE7-4F3E-81AB-382A795F74C4,332B44AA-419A-4E04-AA18-7D3E35DDFE8D,1689,1849,"2019-10-04T01:48:47.576Z PERSON 1 : i dont know what the funcions look like
2019-10-04T01:48:53.882Z PERSON 1 : i mean
2019-10-04T01:48:54.632Z PERSON 1 : lists",1,False,Explanations and help > confidenceLevel > phrasedAsUnsure,0,266,bugFix,F,True,266,Explanations and help > confidenceLevel > phrasedAsUnsure,Explanations and help > confidenceLevel > phrasedAsUnsure
