,annotation.creatingUser,annotation.creationDateTime,annotation.guid,annotation.isCode,annotation.isNote,annotation.CodeRef.targetGUID,annotation.NoteRef.targetGUID,annotation.quoteGUID,quote.startPosition,quote.modifyingUser,quote.modifiedDateTime,quote.creatingUser,quote.creationDateTime,quote.endPosition,quote.guid,quote.name,quote.documentGUID,document.plainTextPath,document.modifyingUser,document.modifiedDateTime,document.creatingUser,document.creationDateTime,document.richTextPath,document.guid,document.name,document.Description
10,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T20:55:27Z,F5378CB6-5416-476D-A94F-DEB9D68742CF,True,False,AF54E626-5DB3-4DC7-86BB-2595F87B171C,,B0054253-AEC4-4C78-92F0-CD66F8789A05,2233,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T20:55:27Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T20:55:27Z,2287,B0054253-AEC4-4C78-92F0-CD66F8789A05,"PERSON 0 : couldn't you just put PERSON 0 : ""return N""",E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
11,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:13:01Z,A78E0F71-D10C-49E1-9A80-163EA32D0A76,True,False,FF6B2DBF-2318-46A8-B600-5B15F0E1D6BB,,A8A7C237-C69C-4A7E-A3D0-45A250C00A3C,1345,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:50Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:50Z,1500,A8A7C237-C69C-4A7E-A3D0-45A250C00A3C,PERSON 0 : isn't it doing N*N-1 PERSON 0 : in this case N is 5 so PERSON 0 : N*4 PERSON 0 : 5*4* PER…,E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
12,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:52Z,28CD5C6A-8E0A-4729-B6BD-ABF714EF2CDA,True,False,6C367D66-7EBE-4C5C-BD16-7D332FA53A55,,A8A7C237-C69C-4A7E-A3D0-45A250C00A3C,1345,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:50Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:50Z,1500,A8A7C237-C69C-4A7E-A3D0-45A250C00A3C,PERSON 0 : isn't it doing N*N-1 PERSON 0 : in this case N is 5 so PERSON 0 : N*4 PERSON 0 : 5*4* PER…,E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
13,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:50Z,8A88067C-7616-4203-905A-2FE67DC9AB50,True,False,AF54E626-5DB3-4DC7-86BB-2595F87B171C,,A8A7C237-C69C-4A7E-A3D0-45A250C00A3C,1345,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:50Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:12:50Z,1500,A8A7C237-C69C-4A7E-A3D0-45A250C00A3C,PERSON 0 : isn't it doing N*N-1 PERSON 0 : in this case N is 5 so PERSON 0 : N*4 PERSON 0 : 5*4* PER…,E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
14,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T20:05:09Z,2A11FE77-DD04-4377-8BEC-129ADCFDC6BA,True,False,D7EE21DB-DE94-4B0D-8DC0-D159B3A69F4E,,458BA5CB-1295-440A-9203-6443A88D1DBE,273,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T20:05:09Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T20:05:09Z,289,458BA5CB-1295-440A-9203-6443A88D1DBE,will try to help,E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
15,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:17:30Z,FEBFC34B-32B1-45DE-8896-731CC69F632F,True,False,47A85B93-33D7-403D-A0AD-E2396DDC0474,,799E4C5D-76F8-4CFA-A438-BE8A1B92157B,1617,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:17:30Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:17:30Z,1676,799E4C5D-76F8-4CFA-A438-BE8A1B92157B,"but remember, it returns that value to a stack where N is 2",E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
16,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:18:35Z,AD2618C6-1616-47F4-8B0D-E2AA6FAA7953,True,False,E35A8596-D7AB-4540-918D-BF869846C5CB,,799E4C5D-76F8-4CFA-A438-BE8A1B92157B,1617,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:17:30Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:17:30Z,1676,799E4C5D-76F8-4CFA-A438-BE8A1B92157B,"but remember, it returns that value to a stack where N is 2",E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
17,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:18:41Z,00FE7E3B-2510-46B8-9D88-6228F8BC3AFA,True,False,EE8FDA12-3B2A-42EF-9E7B-01EAF8BD413C,,799E4C5D-76F8-4CFA-A438-BE8A1B92157B,1617,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:17:30Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:17:30Z,1676,799E4C5D-76F8-4CFA-A438-BE8A1B92157B,"but remember, it returns that value to a stack where N is 2",E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
18,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:21:44Z,DC7CD18E-BD92-472F-B5A9-F15FC9199F45,True,False,47A85B93-33D7-403D-A0AD-E2396DDC0474,,8D8ECB1A-E588-4358-92CF-7B6093F1EC2A,2187,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:21:44Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:21:44Z,2213,8D8ECB1A-E588-4358-92CF-7B6093F1EC2A,and finaly it returns to 5,E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
19,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:21:50Z,0FEC4D55-AC73-4E51-9759-C7C136B611DF,True,False,E35A8596-D7AB-4540-918D-BF869846C5CB,,8D8ECB1A-E588-4358-92CF-7B6093F1EC2A,2187,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:21:44Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T21:21:44Z,2213,8D8ECB1A-E588-4358-92CF-7B6093F1EC2A,and finaly it returns to 5,E266595E-8846-4BB3-904F-A818FDD5DC0B,internal://A5E2327B-FE8F-4F92-AEAA-A21D4A5A1A9D.txt,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:57:28Z,8F219B13-6EC7-4DBD-A8B7-73F4C1A66B69,2023-07-11T18:56:38Z,internal://01025244-4EDE-4A8A-8124-7D72167A9E37.docx,E266595E-8846-4BB3-904F-A818FDD5DC0B,zQil5wd0HT,
