0
"Questioning > (guiding, codeSpecifications)"
"Questioning > (guiding, codingConcept)"
"Questioning > (guiding, codingExperience)"
"Questioning > (guiding, developmentStrategy)"
"Questioning > (guiding, errorLocation)"
"Questioning > (guiding, errorMsg)"
"Questioning > (guiding, learningResources)"
"Questioning > (guiding, originalCode)"
"Questioning > (guiding, personalInfo)"
"Questioning > (guiding, platformRelated)"
"Questioning > (guiding, proposedNewCode)"
"Questioning > (guiding, testCases)"
"Questioning > (personal, bug)"
"Questioning > (personal, codeOpinion)"
"Questioning > (personal, codeSpecifications)"
"Questioning > (personal, codingConcept)"
"Questioning > (personal, codingExperience)"
"Questioning > (personal, developmentStrategy)"
"Questioning > (personal, errorLocation)"
"Questioning > (personal, errorMsg)"
"Questioning > (personal, learningResources)"
"Questioning > (personal, originalCode)"
"Questioning > (personal, personalInfo)"
"Questioning > (personal, platformRelated)"
"Questioning > (personal, proposedNewCode)"
"Questioning > (personal, testCases)"
"Attitude, tone, or mood > expressNegativity > beingLost"
"Attitude, tone, or mood > expressNegativity > frustration"
"Attitude, tone, or mood > expressNegativity > selfTalk"
"Attitude, tone, or mood > expressPositivity > apology"
"Attitude, tone, or mood > expressPositivity > beingWrong"
"Attitude, tone, or mood > expressPositivity > expressSatisfactionOrGratitude"
"Attitude, tone, or mood > expressPositivity > expressSupportingWords"
"Attitude, tone, or mood > expressPositivity > greeting"
"Attitude, tone, or mood > expressTeachingPhilosophy"
Big picture of an interaction > request > bugFix
Big picture of an interaction > request > codeComprehension
Big picture of an interaction > request > codeImprove
Big picture of an interaction > request > codeWrite
Big picture of an interaction > resolveRequest > failure
Big picture of an interaction > resolveRequest > success
